"compnos","naturecode","incident_type_description","main_crimecode","reptdistrict","reportingarea","fromdate","weapontype","shooting","domestic","shift","year","month","day_week","ucrpart","x","y","streetname","xstreetname","location"
"152039972","PROP","VANDALISM","14xx","B2","0","2015-05-15T20:45:00","Unarmed","False","False","First","2015","5","Friday","Part Two","770937.3698","2941453.519","JUDSON ST","None","(42.3187151, -71.07562871)"
"152039945","IVPER","SIMPLE ASSAULT","08xx","C11","0","2015-05-15T21:00:00","Other","False","False","First","2015","5","Friday","Part Two","773123.372","2936727.425","BOWDOIN ST","None","(42.30571635, -71.06763456)"
"152040830","BE","RESIDENTIAL BURGLARY","05RB","E13","0","2015-05-15T21:00:00","Other","False","False","First","2015","5","Friday","Part One","762759.8241","2936223.512","PLAINFIELD ST","None","(42.30447135, -71.10595455)"
"152043354","VAND","VANDALISM","14xx","A7","0","2015-05-15T21:00:00","Unarmed","False","False","First","2015","5","Friday","Part Two","783202.7836","2962966.599","CHELSEA ST","None","(42.377571, -71.02983905)"
"152042139","LARCEN","OTHER LARCENY","06xx","E18","0","2015-05-15T21:00:00","Unarmed","False","False","First","2015","5","Friday","Part One","757486.5194","2920914.027","AUSTIN ST","None","(42.26252623, -71.1256966)"
"152040723","IVPER","InvPer","InvPer","C11","0","2015-05-15T21:00:00","Unarmed","False","False","First","2015","5","Friday","Part three","773641.392","2930616.842","ARGYLE ST","None","(42.28894136, -71.06583456)"
"152040059","IVPER","SIMPLE ASSAULT","08xx","E5","0","2015-05-15T21:00:00","Unarmed","False","False","First","2015","5","Friday","Part Two","754608.0111","2926050.889","BEECHLAND ST","None","(42.27665636, -71.13624954)"
"152040072","BE","LARCENY FROM MOTOR VEHICLE","06MV","B2","0","2015-05-15T21:00:00","Other","False","False","First","2015","5","Friday","Part One","770309.5344","2936908.57","COLUMBIA RD","OLDFIELDS RD","(42.30625209, -71.07803327)"
"152040136","VAND","VANDALISM","14xx","B3","0","2015-05-15T21:00:00","Other","False","False","First","2015","5","Friday","Part Two","769410.4693","2930422.593","BOYDEN ST","None","(42.28846636, -71.08147456)"
"152040146","PROP","PropLost","PropLost","D4","0","2015-05-15T21:00:00","Unarmed","False","False","First","2015","5","Friday","Part three","765537.0788","2952386.037","COMMONWEALTH AV","None","(42.34878635, -71.09540455)"
"152039937","LARCEN","InvPer","InvPer","C6","0","2015-05-15T21:01:00","Unarmed","False","False","First","2015","5","Friday","Part three","777022.2779","2944821.374","MCDONOUGH WY","None","(42.32787135, -71.05306457)"
"152039943","ARREST","OPERATING UNDER INFLUENCE","21xx","A7","0","2015-05-15T21:09:00","Other","False","False","First","2015","5","Friday","Part Two","783840.2357","2963713.683","CHELSEA ST","None","(42.37961134, -71.02746457)"
"152039932","MVA","MVAcc","MVAcc","E5","0","2015-05-15T21:10:00","Unarmed","False","False","First","2015","5","Friday","Other","753892.2175","2926044.203","WASHINGTON ST","None","(42.27664636, -71.13889454)"
"152039938","EDP","MedAssist","MedAssist","A1","0","2015-05-15T21:11:00","Unarmed","False","False","First","2015","5","Friday","Part three","773107.8474","2953654.958","PARK PLAZA","None","(42.35216634, -71.06737456)"
"152039942","IVPER","MedAssist","MedAssist","D14","0","2015-05-15T21:21:00","Unarmed","False","False","First","2015","5","Friday","Part three","755357.3143","2954752.504","CAMBRIDGE ST","None","(42.35540635, -71.13302454)"
"152040055","BE","RESIDENTIAL BURGLARY","05RB","D14","0","2015-05-15T21:30:00","Other","False","False","First","2015","5","Friday","Part One","757066.866","2954448.004","ASHFORD ST","None","(42.35455043, -71.12670472)"
"152039936","LARCEN","FRAUD","11xx","D14","0","2015-05-15T21:30:00","Unarmed","False","False","First","2015","5","Friday","Part Two","757057.3716","2956319.632","HOPEDALE ST","None","(42.35968635, -71.12670954)"
"152039946","FDWEAP","32GUN","32GUN","C11","0","2015-05-15T21:30:00","Unarmed","False","False","First","2015","5","Friday","Part three","776794.0615","2935197.519","PARK ST","None","(42.30146635, -71.05409457)"
"152040378","IVPER","InvPer","InvPer","A15","0","2015-05-15T21:50:00","Unarmed","False","False","First","2015","5","Friday","Part three","773990.5448","2962352.916","GREEN ST","None","(42.37602134, -71.06394456)"
"152039950","FIGHT","SIMPLE ASSAULT","08xx","B2","0","2015-05-15T22:00:00","Unarmed","False","False","First","2015","5","Friday","Part Two","764984.0366","2945845.604","PARKER ST","None","(42.33084635, -71.09756455)"
"152040121","LARCEN","AUTO THEFT","07xx","E5","0","2015-05-15T22:00:00","Unarmed","False","False","First","2015","5","Friday","Part One","746598.9821","2922836.517","NEW HAVEN ST","None","(42.26792577, -71.1658899)"
"152040058","PROP","PropLost","PropLost","A1","0","2015-05-15T22:00:00","Unarmed","False","False","First","2015","5","Friday","Part three","774712.9243","2955867.949","BEACON ST","None","(42.35821634, -71.06139456)"
"152039995","IVPER","MedAssist","MedAssist","E18","0","2015-05-15T22:00:00","Other","False","False","First","2015","5","Friday","Part three","None","None","GROVE ST","None","(0.0, 0.0)"
"152039954","LARCEN","OTHER LARCENY","06xx","C11","0","2015-05-15T22:02:00","Unarmed","False","False","First","2015","5","Friday","Part One","770375.6239","2935509.238","WASHINGTON ST","None","(42.30241135, -71.07781456)"
"152039957","REQEP","InvPer","InvPer","B2","0","2015-05-15T22:09:00","Unarmed","False","False","First","2015","5","Friday","Part three","769345.9583","2945128.941","WINSLOW ST","None","(42.32882219, -71.08144627)"
"152039960","TS","WEAPONS CHARGE","15xx","B2","0","2015-05-15T22:17:00","Unarmed","False","False","First","2015","5","Friday","Part Two","769869.0635","2939489.898","BLUE HILL AV","GASTON ST","(42.31334135, -71.07961456)"
"152040001","EDP","InvPer","InvPer","A1","0","2015-05-15T22:23:00","Unarmed","False","False","First","2015","5","Friday","Part three","776815.7301","2955869.747","MILK ST","INDIA ST","(42.35819134, -71.05361456)"
"152039962","UNCONS","MedAssist","MedAssist","B2","0","2015-05-15T22:30:00","Unarmed","False","False","First","2015","5","Friday","Part three","768769.5313","2943083.394","ST RICHARD ST","None","(42.32321687, -71.08361487)"
"152039996","IVPER","PropLost","PropLost","C6","0","2015-05-15T22:30:00","Unarmed","False","False","First","2015","5","Friday","Part three","780891.2712","2952438.471","NORTHERN AV","None","(42.34871634, -71.03860457)"
"152039956","CD35","LICViol","LICViol","E18","0","2015-05-15T22:30:00","Unarmed","False","False","First","2015","5","Friday","Part three","762257.481","2929867.48","AMERICAN LEGION HY","None","(42.28703636, -71.10791955)"
"152046153","VAND","VANDALISM","14xx","D4","0","2015-05-15T22:30:00","Other","False","False","First","2015","5","Friday","Part Two","768810.1519","2948349.363","TREMONT ST","LENOX ST","(42.33766635, -71.08336955)"
"152039955","SSA","InvProp","InvProp","B2","0","2015-05-15T22:38:00","Firearm","False","False","First","2015","5","Friday","Part three","772121.7044","2938567.833","COLUMBIA RD","None","(42.3107804, -71.07130327)"
"152039964","MVA","MVAcc","MVAcc","C11","0","2015-05-15T22:42:00","Unarmed","False","False","First","2015","5","Friday","Other","771857.4703","2938329.979","HAMILTON ST","COLUMBIA RD","(42.31013135, -71.07228456)"
"152039961","DISTRB","PubDrink","PubDrink","B2","0","2015-05-15T22:43:00","Other","False","False","First","2015","5","Friday","Part Two","764570.8891","2945002.935","PARKER ST","HILLSIDE ST","(42.32853937, -71.0991071)"
"152039963","REQP","MedAssist","MedAssist","C11","0","2015-05-15T22:46:00","Unarmed","False","False","First","2015","5","Friday","Part three","774109.2782","2935688.367","DRAPER ST","None","(42.30285135, -71.06400956)"
"152040137","AB","SIMPLE ASSAULT","08xx","C11","0","2015-05-15T23:00:00","Unarmed","False","False","First","2015","5","Friday","Part Two","773719.0873","2937672.491","QUINCY ST","BOWDOIN ST","(42.30830135, -71.06541456)"
"152040062","IVMV","AUTO THEFT","07xx","B3","0","2015-05-15T23:00:00","Unarmed","False","False","First","2015","5","Friday","Part One","768648.7894","2934861.192","DRUMMOND ST","None","(42.30065636, -71.08420956)"
"152040219","MVA","VAL","VAL","B3","0","2015-05-15T23:00:00","Unarmed","False","False","First","2015","5","Friday","Part Two","768738.1281","2928781.309","BALLOU AV","None","(42.28397159, -71.08398893)"
"152039970","BE","RESIDENTIAL BURGLARY","05RB","D14","0","2015-05-15T23:02:00","Unarmed","False","False","First","2015","5","Friday","Part One","753867.6707","2951956.456","KELTON ST","None","(42.34775135, -71.13857953)"
"152039968","AB","SIMPLE ASSAULT","08xx","B3","0","2015-05-15T23:05:00","Unarmed","False","False","First","2015","5","Friday","Part Two","766480.4958","2927784.559","BLUE HILL AV","None","(42.28126636, -71.09234955)"
"152040182","VAND","VANDALISM","14xx","A1","0","2015-05-15T23:10:00","Unarmed","False","False","First","2015","5","Friday","Part Two","773717.34","2952870.892","TREMONT ST","None","(42.35000634, -71.06513456)"
"152039969","BE","RESIDENTIAL BURGLARY","05RB","D14","0","2015-05-15T23:20:00","Unarmed","False","False","First","2015","5","Friday","Part One","753867.6707","2951956.456","KELTON ST","None","(42.34775135, -71.13857953)"
"152040425","IVPER","TRESPASS","TRESPASS","E5","0","2015-05-15T23:30:00","Unarmed","False","False","First","2015","5","Friday","Part Two","754658.4975","2931817.288","ARDALE ST","None","(42.29247919, -71.13597205)"
"152039988","PSHOT","AGGRAVATED ASSAULT","04xx","C11","0","2015-05-15T23:47:00","Firearm","True","False","Last","2015","5","Friday","Part One","773703.9466","2936609.337","DRAPER ST","None","(42.30538422, -71.06549055)"
"152039975","PROP","PropFound","PropFound","C11","0","2015-05-16T00:00:00","Unarmed","False","False","Last","2015","5","Saturday","Part three","776501.1936","2928326.598","GALLIVAN BL","None","(42.28261636, -71.05530957)"
"152041456","ROBBER","ROBBERY","03xx","A7","0","2015-05-16T00:00:00","Unarmed","False","False","Last","2015","5","Saturday","Part One","None","None","BREMEN ST","None","(0.0, 0.0)"
"152040098","VAND","VANDALISM","14xx","E13","0","2015-05-16T00:00:00","Other","False","False","Last","2015","5","Saturday","Part Two","760149.6601","2932742.316","WALK HILL ST","None","(42.29495142, -71.11566146)"
"152040068","VAND","VANDALISM","14xx","C11","0","2015-05-16T00:01:00","Other","False","False","Last","2015","5","Saturday","Part Two","None","None","MT CUSHING TR","None","(0.0, 0.0)"
"152039976","MVA","MVAcc","MVAcc","D4","0","2015-05-16T00:02:00","Unarmed","False","False","Last","2015","5","Saturday","Other","771386.7409","2954041.698","COMMONWEALTH AV","BERKELEY ST","(42.35325134, -71.07373456)"
"152039985","MVA","MVAcc","MVAcc","D14","0","2015-05-16T00:13:00","Unarmed","False","False","Last","2015","5","Saturday","Other","758682.6148","2953387.693","COMMONWEALTH AV","BABCOCK ST","(42.35162135, -71.12074454)"
"152040019","FIRE","FIRE","FIRE","A7","0","2015-05-16T00:24:00","Other","False","False","Last","2015","5","Saturday","Part three","781695.7705","2962313.42","MARION ST","None","(42.37580134, -71.03542957)"
"152039997","VAND","VANDALISM","14xx","B3","0","2015-05-16T00:25:00","Unarmed","False","False","Last","2015","5","Saturday","Part Two","765820.3275","2926334.66","MATTAPAN ST","None","(42.27729637, -71.09481454)"
"152040004","DISTRB","OTHER","OTHER","B3","0","2015-05-16T00:30:00","Unarmed","False","False","Last","2015","5","Saturday","Part Two","766757.183","2927082.552","EVELYN ST","None","(42.27933637, -71.09133954)"
"152039978","ARREST","SIMPLE ASSAULT","08xx","A1","0","2015-05-16T00:42:00","Unarmed","False","False","Last","2015","5","Saturday","Part Two","None","None","LONG WHRF","None","(0.0, 0.0)"
"152040144","BE","VANDALISM","14xx","C11","0","2015-05-16T00:50:00","Unarmed","False","False","Last","2015","5","Saturday","Part Two","772244.7064","2935555.008","HOMES AV","None","(42.30251135, -71.07090456)"
"152039984","ARREST","Service","Service","A1","0","2015-05-16T00:53:00","Unarmed","False","False","Last","2015","5","Saturday","Part three","777354.9252","2956131.32","ATLANTIC AV","MILK ST","(42.35890134, -71.05161456)"
"152039986","REQP","SIMPLE ASSAULT","08xx","D14","0","2015-05-16T00:55:00","Unarmed","False","False","Last","2015","5","Saturday","Part Two","755949.2183","2953825.769","BRIGHTON AV","None","(42.35285635, -71.13084954)"
"152039987","SS","VAL","VAL","B2","0","2015-05-16T00:56:00","Unarmed","False","False","Last","2015","5","Saturday","Part Two","770026.7059","2945361.573","DEARBORN ST","EUSTIS ST","(42.32945135, -71.07892456)"
"152039989","IVPER","SIMPLE ASSAULT","08xx","C11","0","2015-05-16T00:57:00","Unarmed","False","False","Last","2015","5","Saturday","Part Two","775089.5518","2934447.067","DORCHESTER AV","None","(42.29943135, -71.06040956)"
"152040594","PROP","PropFound","PropFound","A1","0","2015-05-16T01:00:00","Unarmed","False","False","Last","2015","5","Saturday","Part three","775531.3609","2956095.092","COURT ST","None","(42.35882804, -71.05836216)"
"152039980","MVA","MVAcc","MVAcc","B3","0","2015-05-16T01:15:00","Unarmed","False","False","Last","2015","5","Saturday","Other","766757.183","2927082.552","EVELYN ST","None","(42.27933637, -71.09133954)"
"152039983","CD35","LICViol","LICViol","B3","0","2015-05-16T01:15:00","Unarmed","False","False","Last","2015","5","Saturday","Part three","766973.9919","2929834.979","BLUE HILL AV","None","(42.28688636, -71.09048955)"
"152039994","IVPREM","OTHER LARCENY","06xx","D4","0","2015-05-16T01:30:00","Unarmed","False","False","Last","2015","5","Saturday","Part One","765380.3957","2951793.104","LANSDOWNE ST","None","(42.34716136, -71.09599455)"
"152040017","SS","VAL","VAL","D4","0","2015-05-16T01:30:00","Other","False","False","Last","2015","5","Saturday","Part Two","765370.8501","2952381.605","COMMONWEALTH AV","None","(42.34877635, -71.09601955)"
"152039992","MVA","VAL","VAL","D4","0","2015-05-16T01:36:00","Unarmed","False","False","Last","2015","5","Saturday","Part Two","772178.7613","2950813.193","TREMONT ST","None","(42.34438135, -71.07086456)"
"152039999","ARREST","OPERATING UNDER INFLUENCE","21xx","A7","0","2015-05-16T01:37:00","Unarmed","False","False","Last","2015","5","Saturday","Part Two","781871.3889","2962564.014","BENNINGTON ST","MARION ST","(42.37648634, -71.03477458)"
"152040005","MVA","VAL","VAL","C11","0","2015-05-16T01:49:00","Other","False","False","Last","2015","5","Saturday","Part Two","773870.7055","2932871.972","MELVILLE AV","None","(42.29512636, -71.06494456)"
"152040505","IVPER","SIMPLE ASSAULT","08xx","B3","0","2015-05-16T02:00:00","Knife","False","False","Last","2015","5","Saturday","Part Two","768406.6291","2934123.522","ESMOND ST","None","(42.29863538, -71.08511795)"
"152040000","TS","DRUG CHARGES","18xx","B3","0","2015-05-16T02:00:00","Unarmed","False","False","Last","2015","5","Saturday","Part Two","768680.9504","2929928.878","WOODROW AV","LYFORD ST","(42.28712136, -71.08417956)"
"152040006","AB","ROBBERY","03xx","C6","0","2015-05-16T02:09:00","Unarmed","False","False","Last","2015","5","Saturday","Part One","775967.9979","2945798.004","DORCHESTER AV","None","(42.33056635, -71.05694456)"
"152040008","AB","SIMPLE ASSAULT","08xx","C6","0","2015-05-16T02:20:00","Other","False","False","Last","2015","5","Saturday","Part Two","775967.9979","2945798.004","DORCHESTER AV","None","(42.33056635, -71.05694456)"
"152040009","STAB","ROBBERY","03xx","E13","0","2015-05-16T02:27:00","Unarmed","False","False","Last","2015","5","Saturday","Part One","None","None","CHILD ST","None","(0.0, 0.0)"
"152040777","IVPER","OTHER","OTHER","C11","0","2015-05-16T02:30:00","Unarmed","False","False","Last","2015","5","Saturday","Part Two","776564.7368","2941557.365","CRESCENT AV","None","(42.31892135, -71.05481956)"
"152040007","MVA","VAL","VAL","D4","0","2015-05-16T02:35:00","Unarmed","False","False","Last","2015","5","Saturday","Part Two","774068.6224","2951575.323","HERALD ST","HARRISON AV","(42.34644635, -71.06385956)"
"152040015","MVA","MVAcc","MVAcc","C6","0","2015-05-16T02:52:00","Unarmed","False","False","Last","2015","5","Saturday","Other","779884.8319","2945789.528","COLUMBIA RD","DOUGLAS ST","(42.33048635, -71.04245957)"
"152040251","IVPER","OTHER LARCENY","06xx","C6","0","2015-05-16T03:00:00","Unarmed","False","False","Last","2015","5","Saturday","Part One","None","None","VINTON ST","None","(0.0, 0.0)"
"152040013","IVPREM","InvProp","InvProp","B3","0","2015-05-16T03:05:00","Unarmed","False","False","Last","2015","5","Saturday","Part three","764419.9672","2928063.408","HARVARD ST","WALK HILL ST","(42.28205831, -71.09995903)"
"152040011","MVA","MVAcc","MVAcc","D4","0","2015-05-16T03:05:00","Other","False","False","Last","2015","5","Saturday","Other","773853.8604","2951545.071","WASHINGTON ST","HERALD ST","(42.34636635, -71.06465456)"
"152040016","ALARM","InvProp","InvProp","E13","0","2015-05-16T03:12:00","Unarmed","False","False","Last","2015","5","Saturday","Part three","760540.3798","2939187.065","CENTRE STREET TR","None","(42.31263135, -71.11410955)"
"152040014","SSA","InvProp","InvProp","E18","0","2015-05-16T03:22:00","Unarmed","False","False","Last","2015","5","Saturday","Part three","765315.0917","2923006.916","ROCKDALE ST","None","(42.26817136, -71.09673956)"
"152040170","NIDV","AGGRAVATED ASSAULT","04xx","B3","0","2015-05-16T03:40:00","Other","False","False","Last","2015","5","Saturday","Part One","768406.6291","2934123.522","ESMOND ST","None","(42.29863538, -71.08511795)"
"152040035","INJOFF","MedAssist","MedAssist","C11","0","2015-05-16T03:45:00","Unarmed","False","False","Last","2015","5","Saturday","Part three","None","None","BELLEVUE ST","None","(0.0, 0.0)"
"152040020","SSA","InvProp","InvProp","B3","0","2015-05-16T03:46:00","Unarmed","False","False","Last","2015","5","Saturday","Part three","771673.9868","2932565.69","W TREMLETT ST","HERBERT ST","(42.29431636, -71.07306956)"
"152040554","BE","RESIDENTIAL BURGLARY","05RB","D14","0","2015-05-16T04:00:00","Unarmed","False","False","Last","2015","5","Saturday","Part One","752519.2055","2950044.309","COMMONWEALTH AV","None","(42.34251991, -71.14359734)"
"152041276","LARCEN","PropLost","PropLost","D4","0","2015-05-16T04:00:00","Unarmed","False","False","Last","2015","5","Saturday","Part three","771357.6081","2946716.26","ALBANY ST","None","(42.33315053, -71.07397769)"
"152040094","STAB","InvPer","InvPer","A1","0","2015-05-16T04:30:00","Unarmed","False","False","Last","2015","5","Saturday","Part three","775087.02","2957120.525","SUDBURY ST","None","(42.36164815, -71.05998657)"
"152040022","AB","SIMPLE ASSAULT","08xx","C11","0","2015-05-16T04:32:00","Unarmed","False","False","Last","2015","5","Saturday","Part Two","773294.7932","2934931.682","GENEVA AV","None","(42.30078635, -71.06703456)"
"152040027","SSA","InvProp","InvProp","C11","0","2015-05-16T04:50:00","Unarmed","False","False","Last","2015","5","Saturday","Part three","775131.0737","2936975.959","LYON ST","None","(42.30637017, -71.06020789)"
"152040026","STAB","InvPer","InvPer","B2","0","2015-05-16T04:59:00","Unarmed","False","False","Last","2015","5","Saturday","Part three","769884.0976","2944586.536","MT PLEASANT AV","None","(42.32732655, -71.07946607)"
"152040124","PROP","OTHER LARCENY","06xx","D4","0","2015-05-16T05:00:00","Unarmed","False","False","Last","2015","5","Saturday","Part One","None","None","HARRISON AV","None","(0.0, 0.0)"
"152040031","VAND","VANDALISM","14xx","B3","0","2015-05-16T05:30:00","Other","False","False","Last","2015","5","Saturday","Part Two","769975.3356","2928826.419","STANTON ST","None","(42.28407873, -71.07941605)"
"152040030","BE","LARCENY FROM MOTOR VEHICLE","06MV","D4","0","2015-05-16T05:35:00","Unarmed","False","False","Last","2015","5","Saturday","Part One","771114.9551","2947979.718","WORCESTER SQ","None","(42.33662082, -71.07485182)"
"152040034","AB","AGGRAVATED ASSAULT","04xx","A1","0","2015-05-16T05:45:00","Other","False","False","Last","2015","5","Saturday","Part One","775207.377","2953283.053","BEACH ST","None","(42.35111634, -71.05961456)"
"152040032","MVA","MVAcc","MVAcc","A15","0","2015-05-16T05:46:00","Unarmed","False","False","Last","2015","5","Saturday","Other","None","None","ALFORD ST","ARLINGTON ST","(0.0, 0.0)"
"152040038","STAB","InvProp","InvProp","B3","0","2015-05-16T06:30:00","Unarmed","False","False","Last","2015","5","Saturday","Part three","769328.6148","2932492.12","BROWNING AV","None","(42.29414636, -71.08173956)"
"152040040","FIRE","FIRE","FIRE","A1","0","2015-05-16T07:00:00","Other","False","False","Last","2015","5","Saturday","Part three","776302.3909","2958960.238","HULL ST","None","(42.36667905, -71.05545422)"
"152040157","BE","RESIDENTIAL BURGLARY","05RB","D14","0","2015-05-16T07:00:00","Other","False","False","Last","2015","5","Saturday","Part One","754489.1255","2952977.67","ALLSTON ST","None","(42.35054635, -71.13626454)"
"152040039","SUSOBJ","PropFound","PropFound","E13","0","2015-05-16T07:15:00","Unarmed","False","False","Last","2015","5","Saturday","Part three","764176.4135","2941038.681","ATHERTON ST","None","(42.31766635, -71.10063454)"
"152040044","DVIP","Argue","Argue","B2","0","2015-05-16T07:25:00","Unarmed","False","False","Last","2015","5","Saturday","Part three","766113.4736","2939497.205","HOMESTEAD ST","None","(42.31341136, -71.09349954)"
"152040229","IVPREM","DRUG CHARGES","18xx","C11","0","2015-05-16T07:30:00","Unarmed","False","False","Day","2015","5","Saturday","Part Two","774845.858","2938432.619","HANCOCK ST","None","(42.31037135, -71.06123456)"
"152040200","IVPREM","DRUG CHARGES","18xx","B3","0","2015-05-16T07:30:00","Unarmed","False","False","Day","2015","5","Saturday","Part Two","766751.5911","2929095.955","BLUE HILL AV","None","(42.28486136, -71.09132455)"
"152040045","IVPER","SIMPLE ASSAULT","08xx","C11","0","2015-05-16T07:55:00","Unarmed","False","False","Day","2015","5","Saturday","Part Two","774981.2305","2932103.261","WHITTEN ST","None","(42.29300135, -71.06085456)"
"152040047","IVMV","TOWED","TOWED","D4","0","2015-05-16T08:00:00","Unarmed","False","False","Day","2015","5","Saturday","Part three","765421.1085","2950331.941","QUEENSBERRY ST","None","(42.34315135, -71.09586955)"
"152040791","LARCEN","AUTO THEFT","07xx","D4","0","2015-05-16T08:00:00","Unarmed","False","False","Day","2015","5","Saturday","Part One","769600.5096","2947622.561","SHAWMUT AV","None","(42.33566135, -71.08045956)"
"152040050","VAND","VANDALISM","14xx","C11","0","2015-05-16T08:10:00","Other","False","False","Day","2015","5","Saturday","Part Two","None","None","MT CUSHING TR","None","(0.0, 0.0)"
"152040046","TS","VAL","VAL","C11","0","2015-05-16T08:10:00","Unarmed","False","False","Day","2015","5","Saturday","Part Two","776843.7212","2932685.073","THELMA RD","None","(42.29457136, -71.05395957)"
"152040060","IVPER","SIMPLE ASSAULT","08xx","B2","0","2015-05-16T08:10:00","Unarmed","False","False","Day","2015","5","Saturday","Part Two","771848.4464","2942507.099","DUDLEY ST","None","(42.32159368, -71.07224047)"
"152040057","ARREST","OTHER LARCENY","06xx","D4","0","2015-05-16T08:20:00","Unarmed","False","False","Day","2015","5","Saturday","Part One","None","None","HARRISON AV","NORTHAMPTON ST","(0.0, 0.0)"
"152040048","VIORDR","Restrain","Restrain","E18","0","2015-05-16T08:25:00","Unarmed","False","False","Day","2015","5","Saturday","Part Two","None","None","HYDE PARK AV","None","(0.0, 0.0)"
"152040103","IVPREM","PropFound","PropFound","A1","0","2015-05-16T08:40:00","Unarmed","False","False","Day","2015","5","Saturday","Part three","777194.1083","2954455.002","ATLANTIC AV","None","(42.35430381, -71.05224212)"
"152041285","LARCEN","OTHER LARCENY","06xx","B2","0","2015-05-16T08:51:00","Unarmed","False","False","Day","2015","5","Saturday","Part One","769629.4938","2945016.955","DUDLEY ST","None","(42.32851108, -71.08039977)"
"152040356","LARCEN","OTHER LARCENY","06xx","C11","0","2015-05-16T09:00:00","Unarmed","False","False","Day","2015","5","Saturday","Part One","779463.9551","2929160.365","GALLIVAN BL","None","(42.28486136, -71.04434457)"
"152040228","LARCEN","OTHER LARCENY","06xx","E18","0","2015-05-16T09:00:00","Unarmed","False","False","Day","2015","5","Saturday","Part One","753422.1968","2917481.986","KARDON RD","None","(42.25315636, -71.14076454)"
"152040080","IVMV","TOWED","TOWED","E13","0","2015-05-16T09:05:00","Unarmed","False","False","Day","2015","5","Saturday","Part three","761024.218","2943422.082","S HUNTINGTON AV","None","(42.32424643, -71.11224954)"
"152040065","TS","OTHER","OTHER","A1","0","2015-05-16T09:08:00","Unarmed","False","False","Day","2015","5","Saturday","Part Two","772953.6971","2954105.859","CHARLES ST","BOYLSTON ST","(42.35340577, -71.06793638)"
"152040079","IVMV","TOWED","TOWED","D4","0","2015-05-16T09:15:00","Unarmed","False","False","Day","2015","5","Saturday","Part three","764713.7517","2950416.063","PETERBOROUGH ST","None","(42.34339135, -71.09848455)"
"152040075","EDP","MedAssist","MedAssist","D4","0","2015-05-16T09:30:00","Other","False","False","Day","2015","5","Saturday","Part three","770568.5851","2954411.163","BEACON ST","None","(42.35427634, -71.07675455)"
"152040241","LARCEN","OTHER LARCENY","06xx","C11","0","2015-05-16T09:30:00","Unarmed","False","False","Day","2015","5","Saturday","Part One","773528.0244","2930474.905","TALBOT AV","None","(42.28855345, -71.06625621)"
"152040069","IVMV","TOWED","TOWED","D14","0","2015-05-16T09:30:00","Unarmed","False","False","Day","2015","5","Saturday","Part three","None","None","COMMONWEALTH AV","None","(0.0, 0.0)"
"152040074","CD14","TOWED","TOWED","B2","0","2015-05-16T09:40:00","Unarmed","False","False","Day","2015","5","Saturday","Part three","774052.7186","2941150.083","COLUMBIA RD","None","(42.31783935, -71.06411546)"
"152040367","BE","VANDALISM","14xx","C6","0","2015-05-16T10:00:00","Other","False","False","Day","2015","5","Saturday","Part Two","774470.4366","2942543.235","MASSACHUSETTS AV","None","(42.32165635, -71.06254456)"
"152040700","PROP","OTHER LARCENY","06xx","E13","0","2015-05-16T10:00:00","Unarmed","False","False","Day","2015","5","Saturday","Part One","762417.4695","2941249.167","BEECHER ST","None","(42.31826635, -71.10713455)"
"152040128","INVEST","InvPer","InvPer","D4","0","2015-05-16T10:00:00","Unarmed","False","False","Day","2015","5","Saturday","Part three","772586.4767","2949038.664","HARRISON AV","None","(42.33950635, -71.06938956)"
"152040081","IVPER","InvPer","InvPer","C11","0","2015-05-16T10:00:00","Unarmed","False","False","Day","2015","5","Saturday","Part three","None","None","GIBSON ST","None","(0.0, 0.0)"
"152040649","LARCEN","RESIDENTIAL BURGLARY","05RB","D14","0","2015-05-16T10:00:00","Other","False","False","Day","2015","5","Saturday","Part One","750120.3947","2953413.165","ARLINGTON ST","None","(42.35179135, -71.15241953)"
"152040078","IVPER","Restrain","Restrain","B3","0","2015-05-16T10:01:00","Unarmed","False","False","Day","2015","5","Saturday","Part Two","764973.6117","2928817.032","HARVARD ST","None","(42.28411916, -71.09789998)"
"152040090","MVA","MVAcc","MVAcc","B2","0","2015-05-16T10:27:00","Unarmed","False","False","Day","2015","5","Saturday","Other","767131.113","2947231.544","RUGGLES ST","TREMONT ST","(42.33462135, -71.08959955)"
"152040111","MVA","VAL","VAL","B2","0","2015-05-16T10:51:00","Unarmed","False","False","Day","2015","5","Saturday","Part Two","None","None","HUMBOLDT AV","WALNUT AV","(0.0, 0.0)"
"152040100","PROP","PropFound","PropFound","D4","0","2015-05-16T10:53:00","Unarmed","False","False","Day","2015","5","Saturday","Part three","None","None","COLUMBUS AV","None","(0.0, 0.0)"
"152040270","LARCEN","InvProp","InvProp","E13","0","2015-05-16T10:54:00","Unarmed","False","False","Day","2015","5","Saturday","Part three","764612.7896","2938350.455","PETER PARLEY RD","None","(42.31028411, -71.09906779)"
"152040622","IVPER","InvPer","InvPer","C6","0","2015-05-16T11:09:00","Unarmed","False","False","Day","2015","5","Saturday","Part three","None","None","BOSTON ST","None","(0.0, 0.0)"
"152040101","IVPER","DRUG CHARGES","18xx","D14","0","2015-05-16T11:10:00","Unarmed","False","False","Day","2015","5","Saturday","Part Two","755641.4752","2952791.29","COMMONWEALTH AV","HARVARD AV","(42.35002135, -71.13200454)"
